Company,Website,Careers_URL,Country,City,Sector,Subsector,Company_Stage,Company_Scale,Employer_Category,Remote,Visa_Sponsorship,EOR,Hiring_Geography,Target_Roles,Tech_Stack,Region_Eligibility,Portfolio_Theme_Match,Language_Requirement,Hiring_Confidence,Reason_Match,Source,Cold_Outreach_Candidate,Visa_Sponsor_Register
Finanzguru,https://finanzguru.de,https://finanzguru.de/karriere,Germany,Berlin,FinTech,Personal Finance / Financial Analytics,Scaleup,51-200,FinTech,Hybrid,Unknown,Unknown,EU,Data Engineer / Backend Engineer,"Python, dbt, GCP, financial data analytics, REST APIs",EU,"bharat-alpha,workforceguardai",German (Learning),Medium,Personal finance analytics app in Berlin using dbt and GCP; financial data intelligence (bharat-alpha) and dbt platform (workforceguardai) themes both match.,AI Research Batch 002,Yes,Unknown
Modulr,https://www.modulrfinance.com,https://www.modulrfinance.com/careers,UK,Edinburgh,FinTech,Embedded Payments Infrastructure,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Java, Spring Boot, Kafka, microservices, payments APIs",EU,masova-platform,None,High,Payments-as-a-service platform in Edinburgh built on Spring Boot and Kafka microservices; direct match with masova-platform architecture.,AI Research Batch 002,Yes,Unknown
Railsbank,https://www.railsbank.com,https://www.railsbank.com/careers,UK,London,FinTech,Banking-as-a-Service,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, microservices, financial APIs, event-driven",EU,masova-platform,None,Medium,Global BaaS platform with event-driven microservices; candidate's Kafka and microservices skills from masova-platform are directly applicable.,AI Research Batch 002,Yes,Unknown
Acceldata,https://www.acceldata.io,https://www.acceldata.io/careers,UK,London,Data Platforms,Data Observability / Pipeline Intelligence,Scaleup,201-500,Developer Tools,Hybrid,Yes,Unknown,Global,Data Engineer / AI Engineer,"Python, Spark, dbt, Databricks, data observability",EU,workforceguardai,None,High,"Enterprise data observability platform using Databricks and Spark; candidate's Databricks, dbt, and data platform work (workforceguardai) is a direct match.",AI Research Batch 002,Yes,Unknown
Mews,https://www.mews.com,https://www.mews.com/en/careers,Czechia,Prague,Enterprise SaaS,Hospitality Platform / Payments,Scaleup,501-1000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"C#, Python, dbt, Kafka, microservices, event-driven",EU,"workforceguardai,masova-platform",None,Medium,Cloud hospitality platform headquartered in Prague (Tier 2 city); event-driven microservices with data pipelines match masova-platform and workforceguardai themes.,AI Research Batch 002,Yes,Unknown
Kiwi.com,https://www.kiwi.com,https://www.kiwi.com/en/careers,Czechia,Brno,Enterprise SaaS,Travel Tech / Data Platform,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Spark, Kafka, dbt, GCP, data lakehouse",EU,"workforceguardai,bharat-alpha",None,High,"Travel tech platform in Brno using Spark, Kafka, and dbt for large-scale data; candidate's GCP, dbt, and Kafka skills are a direct match.",AI Research Batch 002,Yes,Unknown
Vinted,https://www.vinted.com,https://www.vinted.com/jobs,Lithuania,Vilnius,Enterprise SaaS,Marketplace / Financial Services,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Spark, Kafka, dbt, Databricks, data lakehouse",EU,"workforceguardai,bharat-alpha",None,High,"Europe's leading secondhand marketplace based in Vilnius; large data engineering team using Databricks, dbt, and Kafka matches candidate's full stack.",AI Research Batch 002,Yes,Unknown
Pipedrive,https://www.pipedrive.com,https://www.pipedrive.com/en/careers,Estonia,Tallinn,Enterprise SaaS,CRM / Sales Platform,Scaleup,1001-5000,Enterprise SaaS,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, Spark, microservices",EU,"workforceguardai,masova-platform",None,High,Sales CRM headquartered in Tallinn with data engineering using dbt and Kafka; candidate's dbt and Kafka microservices skills apply directly.,AI Research Batch 002,Yes,Unknown
Lunar,https://www.lunarway.com,https://www.lunarway.com/careers,Denmark,Aarhus,FinTech,Neobank,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, event-driven microservices, GCP",EU,"workforceguardai,masova-platform",None,High,"Nordic neobank headquartered in Aarhus (Tier 2 city); uses Kafka event-driven architecture and dbt, matching both masova-platform and workforceguardai themes.",AI Research Batch 002,Yes,Unknown
Pleo,https://www.pleo.io,https://www.pleo.io/en/careers,Denmark,Copenhagen,FinTech,Corporate Spend Management,Scaleup,501-1000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, GCP, microservices, Spark",EU,"workforceguardai,masova-platform",None,High,"European spend management platform using Kafka, dbt, and GCP; candidate's data platform and event-driven microservices skills are a direct match.",AI Research Batch 002,Yes,Unknown
Leanpay,https://leanpay.com,https://leanpay.com/careers,Slovenia,Ljubljana,FinTech,Embedded Finance / BNPL,Scaleup,51-200,FinTech,Hybrid,Unknown,Unknown,EU,Data Engineer / Backend Engineer,"Python, Java, Spring Boot, REST APIs, financial data",EU,masova-platform,None,Medium,Central European embedded finance platform using Spring Boot; candidate's Java/Spring Boot microservices skills from masova-platform are directly applicable.,AI Research Batch 002,Yes,Unknown
Bitpanda,https://www.bitpanda.com,https://www.bitpanda.com/en/careers,Austria,Vienna,FinTech,Crypto / Financial Data,Scaleup,501-1000,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, Spark, dbt, GCP, financial data pipelines",EU,"bharat-alpha,workforceguardai",None,High,"European crypto and investment platform based in Vienna; uses Kafka, Spark, dbt, and GCP matching candidate's full data engineering stack.",AI Research Batch 002,Yes,Unknown
Sumeria (ex-Lydia),https://www.sumeria.eu,https://www.sumeria.eu/jobs,France,Paris,FinTech,Neobank / Financial Super App,Scaleup,201-500,FinTech,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, Kafka, dbt, PostgreSQL, microservices",EU,"workforceguardai,masova-platform",None,Medium,French neobank rebranded to Sumeria; event-driven microservices and dbt-based data pipelines match masova-platform and workforceguardai project themes.,AI Research Batch 002,Yes,Unknown
Passenger Technology Group,https://www.passenger.tech,https://www.passenger.tech/careers,UK,Bristol,Transport Analytics,Public Transit Apps & GTFS,Scaleup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer / Geospatial Analyst,"Python, GTFS, PostGIS, REST APIs, geospatial",EU,aequitas,None,High,UK bus/rail app platform built entirely on GTFS data and public transit feeds; candidate's aequitas GTFS pipeline and 1.75M-trip analytics is a direct portfolio match.,AI Research Batch 003,Yes,Unknown
Omnibus Systems,https://www.omnibus.co.uk,https://www.omnibus.co.uk/careers,UK,Birmingham,Transport Analytics,Bus Network Planning Software,Scaleup,51-200,Transport Tech,Hybrid,Unknown,Unknown,UK,Data Engineer / Geospatial Analyst,"GTFS, GIS, Python, SQL, transport modelling",EU,aequitas,None,High,UK market leader in bus network planning and scheduling software used by DfT and local authorities; GTFS and route optimisation directly matches aequitas route analytics.,AI Research Batch 003,Yes,Unknown
Ticketer,https://www.ticketer.co.uk,https://www.ticketer.co.uk/careers,UK,Bristol,Transport Analytics,Smart Ticketing & GTFS,Scaleup,51-200,Transport Tech,Hybrid,Unknown,Unknown,UK,Data Engineer / Backend Engineer,"GTFS, Python, Azure, data pipelines, REST APIs",EU,aequitas,None,High,UK bus ticketing platform generating real-time AVLS and GTFS-RT feeds used across DfT-funded operators; data engineering role matches aequitas real-time feed processing.,AI Research Batch 003,Yes,Unknown
Trafi,https://www.trafi.com,https://www.trafi.com/careers,Lithuania,Vilnius,Transport Analytics,MaaS / Urban Transit Intelligence,Scaleup,51-200,Transport Tech,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer / Backend Engineer,"Python, GTFS, Kotlin, GCP, geospatial APIs",EU,aequitas,None,High,European MaaS platform aggregating GTFS across 20+ cities including Berlin and Warsaw; geospatial and GTFS stack is near-identical to aequitas architecture.,AI Research Batch 003,Yes,Unknown
Optibus,https://www.optibus.com,https://www.optibus.com/careers,Israel,Tel Aviv (EU offices Amsterdam),Transport Analytics,Transit Scheduling & Optimisation,Scaleup,201-500,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, GTFS, ML optimisation, cloud data pipelines, PostgreSQL",EU,aequitas,None,High,AI-driven transit scheduling platform with strong EU presence; GTFS optimisation engine maps directly to aequitas route-level equity analytics.,AI Research Batch 003,Yes,Unknown
Remix (Via Transportation),https://www.remix.com,https://www.remix.com/careers,USA,San Francisco (EU remote),Transport Analytics,Urban Transit Planning,Scaleup,201-500,Transport Tech,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"GTFS, Python, PostGIS, GeoJSON, React, urban analytics",EU,aequitas,None,High,Urban transit planning platform (acquired by Via) used by 400+ cities; GTFS network analysis and equity layers match aequitas DfT policy dashboard work.,AI Research Batch 003,Yes,Unknown
KONUX,https://www.konux.com,https://www.konux.com/careers,Germany,Munich,Industrial AI,Predictive Railway Maintenance,Scaleup,51-200,Industrial AI,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, IoT, time-series, ML, GCP, Spark",EU,aequitas,German (Learning),High,IIoT and AI platform for railway switch maintenance used by DB and Network Rail; transport infrastructure data engineering maps to aequitas network analytics.,AI Research Batch 003,Yes,Unknown
Plan A,https://plana.earth,https://plana.earth/careers,Germany,Berlin,ClimateTech,Corporate Carbon Management,Scaleup,51-200,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, GCP, REST APIs, data pipelines",EU,aequitas,German (Learning),High,Berlin-based carbon accounting SaaS platform with dbt-heavy data stack; candidate's dbt and GCP experience is a direct technical match.,AI Research Batch 003,Yes,Unknown
Normative,https://normative.io,https://normative.io/careers,Sweden,Stockholm,ClimateTech,Carbon Accounting Platform,Startup,11-50,ClimateTech,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, Snowflake, REST APIs, data modelling",EU,aequitas,None,High,Stockholm-based Scope 3 carbon accounting startup with data-heavy platform; dbt and Python stack matches candidate's data engineering background.,AI Research Batch 003,Yes,Unknown
Greenly,https://greenly.earth,https://greenly.earth/jobs,France,Paris,ClimateTech,SME Carbon Footprint Platform,Scaleup,201-500,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, GCP, PostgreSQL, REST APIs",EU,aequitas,Unknown,High,Paris-based carbon management platform for SMEs with rapid EU expansion; data platform built on dbt and GCP matches candidate's core stack.,AI Research Batch 003,Yes,Unknown
Sweep,https://www.sweep.net,https://www.sweep.net/careers,France,Paris,ClimateTech,Supply Chain Carbon Intelligence,Scaleup,51-200,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, GCP, data pipelines, REST APIs",EU,aequitas,Unknown,High,Paris ClimateTech scaleup building carbon tracking across supply chains; dbt and GCP data pipeline work aligns with candidate's technical portfolio.,AI Research Batch 003,Yes,Unknown
Climatiq,https://www.climatiq.io,https://www.climatiq.io/careers,Germany,Berlin,ClimateTech,Emissions Calculation API,Startup,11-50,ClimateTech,Remote,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, FastAPI, REST APIs, data pipelines, GCP",EU,aequitas,German (Learning),High,Berlin API-first emissions calculation platform; FastAPI and Python stack is identical to candidate's backend portfolio.,AI Research Batch 003,Yes,Unknown
Sinergise,https://www.sinergise.com,https://www.sinergise.com/careers,Slovenia,Ljubljana,Geospatial,Satellite Earth Observation Platform,Scaleup,51-200,Geospatial / EO,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GDAL, Sentinel Hub, PostGIS, GCP, cloud-native GIS",EU,aequitas,None,High,Creators of Sentinel Hub EO platform used by ESA; PostGIS and geospatial Python stack directly maps to aequitas spatial analysis components.,AI Research Batch 003,Yes,Unknown
CARTO,https://carto.com,https://carto.com/careers,Spain,Madrid (EU-wide remote),Geospatial,Spatial Analytics Platform,Scaleup,201-500,Geospatial,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"PostGIS, Python, BigQuery, spatial SQL, dbt, GCP",EU,aequitas,None,High,"Leading spatial analytics cloud platform; PostGIS, BigQuery and dbt stack is a direct match to aequitas geospatial data pipeline architecture.",AI Research Batch 003,Yes,Unknown
what3words,https://what3words.com,https://what3words.com/careers,UK,London,Geospatial,Location Encoding Platform,Scaleup,51-200,Geospatial,Hybrid,Yes,Unknown,EU,Data Engineer / Backend Engineer,"Python, FastAPI, PostGIS, geospatial APIs, GCP",EU,aequitas,None,High,Global geocoding platform with EU logistics clients; FastAPI microservices and geospatial API work matches candidate's backend and GIS stack.,AI Research Batch 003,Yes,Unknown
Mapbox (EU),https://www.mapbox.com,https://www.mapbox.com/careers,USA,Berlin (EU engineering hub),Geospatial,Maps & Location Intelligence,Scaleup,501-1000,Geospatial,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, PostGIS, vector tiles, geospatial data pipelines, Spark",EU,aequitas,German (Learning),High,"Mapbox Berlin engineering hub works on geospatial data pipelines and transit layers; PostGIS, Python and Spark experience maps directly.",AI Research Batch 003,Yes,Unknown
Shippeo,https://www.shippeo.com,https://www.shippeo.com/careers,France,Paris,Supply Chain Tech,Real-Time Transport Visibility,Scaleup,201-500,Logistics Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, Kafka, GCP, REST APIs, geospatial data",EU,aequitas,Unknown,High,Paris-based multimodal freight visibility platform using geospatial tracking; dbt and GCP data engineering stack matches candidate profile.,AI Research Batch 003,Yes,Unknown
Wakeo,https://www.wakeo.co,https://www.wakeo.co/careers,France,Paris,Supply Chain Tech,Multimodal Freight Intelligence,Startup,11-50,Logistics Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, FastAPI, GCP, dbt, data pipelines",EU,aequitas,Unknown,High,Paris freight data intelligence startup aggregating carrier APIs and geospatial tracking; FastAPI and GCP stack matches candidate exactly.,AI Research Batch 003,Yes,Unknown
Transporeon,https://www.transporeon.com,https://www.transporeon.com/careers,Germany,Ulm,Supply Chain Tech,Transport Management Platform,Scaleup,501-1000,Logistics Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Java, Kafka, PostgreSQL, cloud data platforms",EU,aequitas,German (Learning),High,German transport management SaaS (Trimble-acquired but still EU-HQ engineering team); logistics data engineering and Java/Python backend matches candidate.,AI Research Batch 003,Yes,Unknown
project44 (EU),https://www.project44.com,https://www.project44.com/careers,USA,Amsterdam (EU hub),Supply Chain Tech,Global Supply Chain Visibility,Scaleup,501-1000,Logistics Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, Kafka, Spark, dbt, GCP, geospatial APIs",EU,aequitas,Dutch (Learning),High,Chicago-born supply chain visibility platform with major Amsterdam engineering office; Spark and dbt data engineering stack directly matches.,AI Research Batch 003,Yes,Unknown
Living Map,https://www.livingmap.com,https://www.livingmap.com/careers,UK,Bath,Smart Cities,Indoor & Transit Mapping Platform,Startup,11-50,Smart Cities,Hybrid,Unknown,Unknown,UK,Data Engineer / Geospatial Analyst,"Python, PostGIS, GeoJSON, REST APIs, GTFS",EU,aequitas,None,High,"UK smart mapping platform for airports, transit and campuses; PostGIS and GTFS indoor/outdoor maps directly aligns with aequitas geospatial work.",AI Research Batch 003,Yes,Unknown
Bliq,https://www.bliq.app,https://www.bliq.app/careers,Germany,Berlin,Smart Cities,Ride-Hailing Data Intelligence,Startup,11-50,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, FastAPI, GCP, REST APIs, geospatial data",EU,aequitas,German (Learning),High,Berlin startup building data intelligence for ride-hailing drivers and fleet operators; Python and FastAPI backend matches candidate's stack.,AI Research Batch 003,Yes,Unknown
Modeshift,https://www.modeshift.co.uk,https://www.modeshift.co.uk/contact,UK,Sheffield,Transport Analytics,Active Travel & School Transport Data,Startup,11-50,Transport Tech,Hybrid,Unknown,Unknown,UK,Data Engineer / Geospatial Analyst,"Python, GTFS, GIS, REST APIs, mapping",EU,aequitas,None,High,UK DfT-partnered platform tracking active travel and school transport with GTFS-based mapping; aequitas equity analytics and GTFS work is a near-perfect match.,AI Research Batch 003,Yes,Unknown
IBI Group (Arcadis),https://www.ibigroup.com,https://www.ibigroup.com/careers,Canada,London (UK office),Transport Analytics,Transport Planning Consultancy,Scaleup,1001-5000,Consultancy,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GTFS, PostGIS, GIS, transport modelling",EU,aequitas,None,High,"Global transport planning consultancy with large London office delivering DfT projects; GTFS, geospatial Python and equity analytics from aequitas maps directly.",AI Research Batch 003,Yes,Unknown
Cityzenith,https://www.cityzenith.com,https://www.cityzenith.com/careers,UK,London,Smart Cities,Digital Twin Urban Platform,Startup,11-50,Smart Cities,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, GIS, 3D city data, REST APIs, cloud",EU,aequitas,None,Medium,"Smart city digital twin platform aggregating urban mobility, energy and infrastructure data; geospatial data engineering from aequitas maps to city modelling work.",AI Research Batch 003,Yes,Unknown
Urban SDK,https://www.urbansdk.com,https://www.urbansdk.com/careers,USA,Jacksonville (EU remote),Smart Cities,Urban Traffic & Mobility Analytics,Startup,11-50,Smart Cities,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, PostGIS, REST APIs, GIS, geospatial analytics",EU,aequitas,None,Medium,Urban mobility analytics platform for traffic and transport agencies; PostGIS and geospatial analytics stack matches aequitas exactly.,AI Research Batch 003,Yes,Unknown
Hivemapper,https://hivemapper.com,https://hivemapper.com/careers,USA,San Francisco (EU operations),Geospatial,Decentralised Street-Level Mapping,Startup,51-200,Geospatial,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, geospatial data pipelines, PostGIS, GDAL, Solana",EU,aequitas,None,Medium,Web3-based decentralised street mapping platform replacing HERE/Google; geospatial data pipeline skills from aequitas apply directly.,AI Research Batch 003,Yes,Unknown
Planet Labs (EU),https://www.planet.com,https://www.planet.com/careers,USA,Berlin (EU office),Geospatial,Satellite Earth Observation,Scaleup,501-1000,Geospatial / EO,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GDAL, rasterio, PostGIS, GCP, Spark, geospatial ML",EU,aequitas,German (Learning),High,"Planet's Berlin team processes daily global satellite imagery; Python, PostGIS and Spark geospatial data engineering from aequitas maps directly.",AI Research Batch 003,Yes,Unknown
Satellogic (EU),https://www.satellogic.com,https://www.satellogic.com/careers,Argentina,Amsterdam (EU hub),Geospatial,Satellite Earth Observation,Scaleup,201-500,Geospatial / EO,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GDAL, PostGIS, geospatial ML, cloud data",EU,aequitas,Dutch (Learning),High,High-resolution EO constellation with Amsterdam EU hub; geospatial Python and PostGIS skills from aequitas are directly applicable.,AI Research Batch 003,Yes,Unknown
Cervest,https://cervest.earth,https://cervest.earth/careers,UK,London,ClimateTech,Climate Risk Intelligence,Startup,51-200,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, PostGIS, GCP, geospatial data, rasterio",EU,aequitas,None,High,"Climate risk platform using satellite and geospatial data to model physical risk; PostGIS, GCP and geospatial Python from aequitas maps directly.",AI Research Batch 003,Yes,Unknown
South Pole,https://www.southpole.com,https://www.southpole.com/careers,Switzerland,Zurich,ClimateTech,Carbon Project Development,Scaleup,501-1000,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GIS, PostGIS, satellite data, dbt, REST APIs",EU,aequitas,None,High,Global carbon project developer with strong geospatial and satellite data team in Zurich; PostGIS and dbt skills match.,AI Research Batch 003,Yes,Unknown
CarbonChain,https://www.carbonchain.com,https://www.carbonchain.com/careers,UK,London,ClimateTech,Commodity Supply Chain Emissions,Startup,51-200,ClimateTech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, GCP, data pipelines, REST APIs",EU,aequitas,None,High,London ClimateTech startup tracking carbon in commodity supply chains; dbt and GCP data engineering stack matches candidate's profile.,AI Research Batch 003,Yes,Unknown
Pachama,https://pachama.com,https://pachama.com/careers,USA,London (EU hub),ClimateTech,Forest Carbon & Satellite Analytics,Startup,51-200,ClimateTech,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, rasterio, GDAL, PostGIS, GCP, satellite ML",EU,aequitas,None,High,"Forest carbon verification using satellite imagery; PostGIS, rasterio and GCP geospatial pipeline skills from aequitas directly applicable.",AI Research Batch 003,Yes,Unknown
Persefoni,https://www.persefoni.com,https://www.persefoni.com/careers,USA,Amsterdam (EU hub),ClimateTech,Enterprise Carbon Management,Scaleup,201-500,ClimateTech,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, Snowflake, REST APIs, data pipelines",EU,aequitas,Dutch (Learning),High,Enterprise climate platform with Amsterdam EU hub; dbt and Python data engineering matches candidate's stack.,AI Research Batch 003,Yes,Unknown
Watershed,https://watershed.com,https://watershed.com/careers,USA,London (EU hub),ClimateTech,Enterprise Sustainability Platform,Scaleup,201-500,ClimateTech,Remote,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, dbt, GCP, PostgreSQL, data pipelines",EU,aequitas,None,High,Enterprise carbon accounting platform with London EU office expanding fast; dbt and GCP data engineering matches candidate exactly.,AI Research Batch 003,Yes,Unknown
DISA (Datakustik),https://www.datakustik.com,https://www.datakustik.com/company/careers,Germany,Munich,Smart Cities,Urban Noise & Environmental Modelling,Startup,11-50,Smart Cities,Hybrid,Unknown,Unknown,EU,Geospatial Analyst / Data Engineer,"Python, GIS, PostGIS, spatial data, noise modelling",EU,aequitas,German (Learning),Medium,Munich-based environmental and urban noise GIS software used by EU municipalities; PostGIS and geospatial analytics from aequitas maps to urban modelling work.,AI Research Batch 003,Yes,Unknown
Urbica Design,https://urbica.co,https://urbica.co/careers,Russia,Remote (EU clients),Smart Cities,Urban Data Visualisation & Analytics,Startup,11-50,Smart Cities,Remote,Unknown,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, PostGIS, Mapbox GL, React, geospatial analytics",EU,aequitas,None,Medium,Urban data visualisation studio working on EU smart city projects using Mapbox and PostGIS; geospatial analytics and data engineering background matches.,AI Research Batch 003,Yes,Unknown
Blikk (NS Digital),https://www.ns.nl/over-ns/ns-digital,https://werkenbijns.nl,Netherlands,Utrecht,Transport Analytics,Public Rail Data Platform,Scaleup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, GTFS, Kafka, Azure, GCP, geospatial",EU,aequitas,Dutch (Learning),High,NS (Dutch Railways) digital product team building open data and GTFS-based journey products; GTFS and transit data engineering from aequitas is a direct match.,AI Research Batch 003,Yes,Unknown
9292 (OV-data),https://9292.nl,https://9292.nl/en/jobs,Netherlands,Utrecht,Transport Analytics,Multimodal Public Transport Planner,Startup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GTFS, PostGIS, REST APIs, transit data",EU,aequitas,Dutch (Learning),High,Dutch national multimodal journey planner built on open GTFS data from all operators; transit data engineering from aequitas is a direct match.,AI Research Batch 003,Yes,Unknown
Mobimeo,https://www.mobimeo.com,https://www.mobimeo.com/careers,Germany,Berlin,Transport Analytics,MaaS & GTFS Platform (Deutsche Bahn),Scaleup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / AI Engineer,"Python, GTFS, GCP, Kotlin, geospatial, REST APIs",EU,aequitas,German (Learning),High,Deutsche Bahn spin-out building MaaS and GTFS data products for European transit; GTFS and geospatial transit analytics from aequitas is a direct match.,AI Research Batch 003,Yes,Unknown
Entur,https://entur.no,https://entur.no/karriere,Norway,Oslo,Transport Analytics,National Transit Data Platform,Scaleup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GTFS, NeTEx, GCP, PostGIS, Kafka, geospatial",EU,aequitas,None,High,Norway's national transit data operator providing open GTFS and NeTEx feeds to all operators; transit data engineering and GTFS pipeline work from aequitas is a perfect match.,AI Research Batch 003,Yes,Unknown
Trafiklab (Samtrafiken),https://www.samtrafiken.se,https://samtrafiken.se/om-oss/jobb,Sweden,Stockholm,Transport Analytics,Open Transit Data & GTFS APIs,Scaleup,51-200,Transport Tech,Hybrid,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GTFS, REST APIs, geospatial data, PostGIS",EU,aequitas,None,High,Swedish national transit open data platform (Trafiklab) serving GTFS for all Swedish operators; aequitas GTFS pipeline engineering is a direct match.,AI Research Batch 003,Yes,Unknown
Skedgo,https://skedgo.com,https://skedgo.com/careers,Australia,London (EU remote),Transport Analytics,MaaS & Multimodal Journey Planning,Startup,51-200,Transport Tech,Remote,Yes,Unknown,EU,Data Engineer / Geospatial Analyst,"Python, GTFS, PostGIS, REST APIs, geospatial analytics",EU,aequitas,None,High,Multimodal journey planning API platform used by EU transit agencies; GTFS and geospatial analytics from aequitas directly matches their data platform team needs.,AI Research Batch 003,Yes,Unknown
ITS (Intelligent Transport Systems) UK,https://www.its-uk.org.uk,https://www.its-uk.org.uk/careers,UK,Leeds,Transport Analytics,ITS Standards & Data Ecosystem,Startup,11-50,Transport Tech,Hybrid,Unknown,Unknown,UK,Data Engineer / Geospatial Analyst,"Python, GTFS, NeTEx, GIS, open transport data",EU,aequitas,None,Medium,UK ITS industry body driving open data standards including GTFS and NeTEx adoption with DfT; aequitas GTFS and DfT policy work is directly relevant.,AI Research Batch 003,Yes,Unknown
Automattic,https://www.automattic.com,https://automattic.com/work-with-us/,USA,Remote,Enterprise SaaS,CMS & Publishing,Scaleup,1001-2000,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / Backend Engineer / Platform Engineer,"Python, PHP, JavaScript, MySQL, AWS",Global,masova-platform,None,High,100% distributed since founding; uses EOR for global hires; known engineering culture open to India-based engineers.,AI Research Batch 004,Yes,Unknown
Zapier,https://www.zapier.com,https://zapier.com/jobs,USA,Remote,Enterprise SaaS,Workflow Automation,Scaleup,501-1000,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / Backend Engineer / AI Engineer,"Python, Node.js, AWS, PostgreSQL, Kafka",Global,masova-platform,None,High,Remote-first company; uses EOR to hire globally; workflow automation platform with strong data/AI engineering needs.,AI Research Batch 004,Yes,Unknown
Doist,https://www.doist.com,https://doist.com/jobs,Portugal,Remote,Enterprise SaaS,Productivity Tools,Startup,51-200,Remote-first,Yes,Unknown,Yes,Global,Backend Engineer / Data Engineer,"Python, Kotlin, TypeScript, PostgreSQL",Global,masova-platform,None,Medium,Fully async remote company; uses EOR globally; engineers hired from anywhere in world.,AI Research Batch 004,Yes,Unknown
Buffer,https://www.buffer.com,https://buffer.com/journey,USA,Remote,Enterprise SaaS,Social Media Tools,Startup,51-200,Remote-first,Yes,Unknown,Yes,Global,Data Engineer / Backend Engineer,"Python, Ruby, Node.js, AWS, PostgreSQL",Global,masova-platform,None,Medium,Transparent remote-first company; uses Deel EOR; widely cited as model for global distributed hiring.,AI Research Batch 004,Yes,Unknown
